lat	lon	name
-15.5324	-47.7111	6040345000
-15.5416	-47.9662	6040345000
-14.5677	-40.072	6040012580
-13.8894	-38.9429	undefined
-23.4517	-45.1067	6040013760
-22.3656	-44.4933	6040013750
-27.265	-54.054	6040016760
-12.99	-38.61	undefined
1.4558	-56.7792	6040262110
-16.993	-56.436	6040814820
3.73383	-59.8427	6040280400
-14.339	-57.51	6040814820
-9.36412	-56.7793	6040262220
-13.8894	-38.9429	undefined
-13.8894	-38.9429	undefined
-53.595	-37.287	undefined
-12.9517	-38.355	undefined
-4.89086	-43.415	6040008320
-23.0005	-43.581	undefined
-32.5988	-53.2414	6040015940
2.08174	-50.4987	undefined
-20.025	-43.46	6040013420
-13.8894	-38.9429	undefined
-13.0099	-38.5322	undefined
-18.0139	-40.5994	6040012800
-13.733	-46.358	6040345000
6.497	-74.398	6040000740
-18.95	-39.725	undefined
-12.0765	-77.208	undefined
-18.0739	-40.5703	6040012800
-9.0	-34.59	undefined
-16.277	-55.988	6040814820
-9.0	-34.59	undefined
-13.255	-76.3059	undefined
-13.335	-50.704	6040527680
-7.289	-60.636	6040285990
-8.32047	-63.4718	6040285990
-12.2015	-64.591	6040285990
-5.01556	-62.9828	6040280410
-18.953	-42.361	6040013420
-14.7901	-40.1851	6040012580
-4.552	-56.289	6040262220
-4.552	-56.289	6040262220
4.827	-73.177	6040102250
-21.9811	-42.8933	6040013750
-9.0	-34.59	undefined
-22.944	-50.527	6040752470
-14.7177	-39.188	6040012590
-15.5192	-39.4977	6040012590
-15.2504	-39.4595	6040012590
-21.1358	-41.659	6040013430
-11.0887	-43.1328	6040011780
-9.62462	-37.7443	6040011780
-28.6456	-50.285	6040016760
-26.15	-48.55	6040014330
-14.6516	-44.092	6040595200
-2.14444	-79.1225	6040032290
-3.15	-64.8	6040280410
0.02	-67.17	6040280400
-14.7259	-40.1284	6040012580
-26.7384	-48.9591	6040014330
-21.8389	-48.9319	6040752460
-9.0	-34.59	undefined
-24.212	-46.976	6040014330
-22.6636	-43.0867	6040013760
3.881	-76.346	6040000740
-5.51317	-81.2787	undefined
-23.886	-51.591	6040814830
-10.8031	-40.3801	6040011790
-10.9603	-37.6577	6040011790
-13.7601	-41.0341	6040012580
-14.0824	-39.1059	6040011790
-13.3988	-44.3337	6040562010
-9.46441	-40.5728	6040011780
0.751763	-79.8967	6040032290
-1.41	-61.63	6040280400
-2.51	-42.735	6040008320
-30.0031	-51.2677	6040015560
-0.989113	-62.8892	6040280400
-2.94	-44.2408	6040008320
-11.0322	-50.9415	6040476790
5.459	-75.653	6040000740
-22.8674	-43.2243	6040013760
-17.7431	-40.7947	6040012800
-9.0	-34.59	undefined
-22.869	-48.367	6040752460
-22.639	-52.16	6040752470
-3.87	-73.23	6040280410
-24.5	-54.2	6040814830
-22.0275	-41.5261	6040013760
-31.7133	-52.3008	6040015940
-23.513	-50.953	6040752470
-22.944	-50.527	6040752470
-22.936	-50.262	6040752470
-4.89086	-43.415	6040008320
-4.552	-56.289	6040262220
-2.175	-58.174	6040262110
6.773	-76.792	6040000010
5.016	-75.331	6040000740
-28.556	-49.494	6040014330
-30.0031	-51.2677	6040015560
-12.2924	-55.5652	6040262220
-11.8879	-55.8698	6040262220
-11.947	-77.164	undefined
-22.909	-49.996	6040752470
1.65166	-69.2068	6040280400
-4.217	-55.891	6040262220
3.68763	-59.9504	6040280400
-3.1	-60.0167	6040280400
-3.1	-60.0167	6040280400
-22.639	-52.16	6040752470
-14.5816	-40.0072	6040012580
-26.3667	-48.6662	undefined
-23.1997	-44.7239	undefined
-14.3696	-40.1963	6040012580
-14.8104	-40.1601	6040012580
-16.597	-42.839	6040012790
-13.8894	-38.9429	undefined
4.1364	-72.9294	6040102250
-3.69	-73.27	6040280410
1.4404	-56.7752	6040262110
-27.197	-53.708	6040016760
4.1364	-72.9294	6040102250
-3.86678	-33.802	undefined
2.88311	-52.3278	6040005500
-14.8104	-40.1601	6040012580
31.3548	-84.2257	undefined
-22.936	-50.262	6040752470
-4.552	-56.289	6040262220
-29.514	-56.725	6040016760
-22.9758	-43.2002	undefined
-3.16	-72.25	6040280410
-3.69	-73.27	6040280410
-19.979	-41.714	6040013420
-7.289	-60.636	6040285990
-16.277	-55.988	6040814820
-30.4511	-50.4317	6040014330
-15.768	-52.088	6040527670
-3.69	-73.27	6040280410
3.522	-76.2428	6040000740
-54.655	-35.433	undefined
-3.69	-73.27	6040280410
-14.6511	-39.5739	6040012590
-15.4915	-39.4345	6040012590
-15.2147	-39.5211	6040012590
-14.6832	-39.4526	6040012590
-23.189	-50.966	6040752470
-12.93	-38.51	undefined
-16.9382	-42.0167	6040012790
-15.0944	-39.3514	6040012590
-22.6759	-45.6834	6040709820
-16.993	-56.436	6040814820
-5.54	-37.29	6040009770
-14.5816	-40.0072	6040012580
-14.8104	-40.1601	6040012580
-29.6686	-51.4299	6040014330
-29.9939	-53.9369	6040015560
-12.8478	-38.632	6040011790
-3.87	-73.23	6040280410
-15.5922	-47.6666	6040709810
-19.9526	-40.1654	6040013430
-54.968	-35.37	undefined
-5.886	-50.532	6040344660
-13.404	-41.6356	6040012580
-18.9503	-42.3611	6040013420
-12.93	-38.51	undefined
-15.5324	-47.7111	6040345000
-3.69	-73.27	6040280410
-25.9667	-70.8667	undefined
-3.69	-73.27	6040280410
-17.9358	-39.025	undefined
6.839	-75.19	6040000740
-22.639	-52.16	6040752470
-25.56	-51.33	6040814830
-26.3667	-48.6662	undefined
-22.6636	-43.0867	6040013760
-9.0	-34.59	undefined
-24.51	-49.58	6040752470
-26.3667	-48.6662	undefined
-22.639	-52.16	6040752470
6.805	-75.138	6040000740
-17.026	-39.6	6040012800
-31.8053	-52.4191	6040015940
-29.6686	-51.4299	6040014330
-22.936	-50.262	6040752470
-23.513	-50.953	6040752470
2.79952	-60.6667	6040280400
-15.9	-56.021	6040814820
6.497	-74.398	6040000740
-13.8894	-38.9429	undefined
-14.8084	-39.6536	6040012590
2.79952	-60.6667	6040280400
-14.5799	-40.0746	6040012580
-14.6251	-40.0964	6040012580
-16.086	-39.619	6040012790
-25.117	-49.916	6040014330
-2.615	-44.47	6040008320
9.45633	76.6732	undefined
-8.666	-74.802	6040280410
-25.25	-50.19	6040752470
-30.4511	-50.4317	6040014330
-14.6511	-39.5739	6040012590
-13.8894	-38.9429	undefined
-14.6251	-40.0964	6040012580
-22.944	-50.527	6040752470
-26.15	-48.55	6040014330
-14.6982	-40.0647	6040012580
-20.9246	-40.7521	undefined
-21.9259	-47.3679	6040709820
-13.474	-38.914	6040011790
-7.235	-80.3735	undefined
-22.909	-49.996	6040752470
6.497	-74.398	6040000740
6.497	-74.398	6040000740
-14.1828	-41.0153	6040012580
-2.88136	-40.9615	6040009770
-13.8894	-38.9429	undefined
-22.944	-50.527	6040752470
6.577	-74.397	6040000740
-1.238	-79.673	6040032290
5.46	-75.736	6040000740
-23.124	-52.451	6040814830
-22.546	-52.028	6040752470
-4.552	-56.289	6040262220
-13.8894	-38.9429	undefined
-21.037	-52.12	6040752460
-14.1828	-41.0153	6040012580
-15.5857	-47.5074	6040709810
-14.7259	-40.1284	6040012580
-27.6093	-48.386	undefined
-4.719	-56.639	6040262220
-22.944	-50.527	6040752470
-31.7133	-52.3008	6040015940
-16.382	-42.476	6040012790
-9.0	-34.59	undefined
-0.8697	-44.2642	undefined
-9.19183	-64.6242	6040285990
0.94908	-62.929	6040280400
-4.552	-56.289	6040262220
-28.13	-54.93	6040016760
-15.915	-47.9112	6040709810
-15.8499	-47.387	6040639910
-3.84014	-59.1698	6040285990
-0.398056	-62.8628	6040280400
-13.8894	-38.9429	undefined
-15.6052	-47.6928	6040709810
-15.6018	-47.9112	6040345000
-14.6251	-40.0964	6040012580
-9.50067	-78.4922	undefined
-26.16	-51.2	6040814830
3.94888	-67.9295	6040134450
3.67	-43.11	undefined
-9.453	-64.416	6040285990
4.1364	-72.9294	6040102250
-22.7514	-53.2981	6040814830
-15.6256	-47.3943	6040639910
6.838	-75.176	6040000740
-25.38	-50.38	6040752470
4.1364	-72.9294	6040102250
7.302	-75.07	6040000740
-23.0005	-43.581	undefined
-27.6983	-48.727	undefined
-13.8894	-38.9429	undefined
-19.022	-42.122	6040013420
-13.8894	-38.9429	undefined
-23.071	-50.362	6040752470
-19.9965	-41.7397	6040013420
-9.0	-34.59	undefined
-9.0	-34.59	undefined
-7.289	-60.636	6040285990
-4.997	-62.994	6040280410
-26.16	-51.02	6040814830
-3.428	-52.228	6040239820
-18.243	-45.236	6040639920
0.88777	-59.5744	6040280400
-4.217	-55.891	6040262220
-4.279	-53.493	6040239820
-27.265	-54.054	6040016760
-26.15	-48.505	6040014330
-13.8894	-38.9429	undefined
-18.725	-44.352	6040639920
-18.725	-44.352	6040639920
-20.287	-43.632	6040639920
-17.984	-44.169	6040639920
-17.602	-44.667	6040639920
-17.984	-44.169	6040639920
-16.152	-45.694	6040595200
-17.602	-44.667	6040639920
-16.152	-45.694	6040595200
-24.2688	-47.4126	6040014330
-24.2122	-47.4838	6040014330
-24.5904	-48.275	6040014330
-24.5904	-48.275	6040014330
-24.7569	-48.0687	6040014330
-24.2122	-47.4838	6040014330
-24.2122	-47.4838	6040014330
-24.3916	-47.8352	6040014330
-24.5705	-48.6713	6040014330
-23.547	-45.087	6040013760
-24.5705	-48.6713	6040014330
-24.2122	-47.4838	6040014330
-23.5123	-48.8605	6040752470
-24.7569	-48.0687	6040014330
-24.5947	-48.2148	6040014330
-24.2518	-47.2483	6040014330
-24.0886	-46.7319	6040014330
-23.369	-44.886	6040013760
-22.657	-44.764	6040013750
-23.374	-46.053	6040013750
-23.363	-45.991	6040013750
-22.6	-45.161	6040013750
-22.0	-41.333	6040013760
-19.6833	-48.6691	6040709820
-22.6692	-53.0929	6040752470
-23.9383	-50.729	6040752470
-23.0243	-48.8281	6040752470
-22.4489	-45.3464	6040709820
-23.15	-48.2667	6040752460
-22.9392	-50.2523	6040752470
-23.6819	-51.3152	6040752470
-17.7389	-48.4742	6040709810
-21.3291	-46.5013	6040709820
-21.6241	-47.8063	6040709820
-22.8994	-48.3867	6040752460
-22.6503	-53.0788	6040752470
-23.506	-45.034	undefined
-23.506	-45.034	undefined
-23.506	-45.034	undefined
-23.506	-45.034	undefined
-23.506	-45.034	undefined
-23.506	-45.034	undefined
-21.891	-40.709	undefined
-22.374	-41.721	undefined
-11.414	-66.396	6040285990
-10.756	-65.907	6040285990
-10.756	-65.907	6040285990
-20.0	-40.0	undefined
-3.85	-32.45	undefined
7.5	-59.5667	6040004480
7.5	-59.5667	6040004480
-13.0	-38.0	undefined
-21.8967	-53.7903	6040814830
-15.672	-44.637	6040595200
-21.7321	-46.4229	6040709820
-21.7321	-46.4229	6040709820
-18.4245	-48.0653	6040709810
-22.6321	-48.1675	6040752460
-23.333	-48.567	6040752470
-22.194	-46.379	6040709820
-22.61	-45.492	6040709820
-23.527	-45.762	6040752460
-20.146	-46.67	6040709810
-22.6734	-53.0858	6040752470
-21.1931	-49.1228	6040752460
-22.9414	-48.5842	6040752470
-19.6833	-48.6691	6040709820
-22.66	-53.085	6040752470
-22.7856	-48.4815	6040752460
-18.4003	-45.471	6040639920
-21.302	-46.476	6040709820
-6.36194	-44.3489	6040008320
-23.863	-46.152	6040014330
-23.863	-46.152	6040014330
-23.863	-46.152	6040014330
-23.863	-46.152	6040014330
-24.616	-46.133	undefined
-24.616	-46.133	undefined
-23.863	-46.152	6040014330
-25.058	-47.887	undefined
-25.058	-47.887	undefined
-25.105	-47.781	undefined
-25.105	-47.781	undefined
-25.105	-47.781	undefined
-15.5922	-47.6666	6040709810
4.939	-75.616	6040000740
-15.5978	-40.1358	6040012590
-53.595	-37.097	undefined
-12.195	-64.5439	6040285990
-25.521	-48.798	6040014330
-22.639	-52.16	6040752470
6.49	-74.411	6040000740
6.404	-76.752	6040000010
-13.8361	-39.8283	6040012580
-14.2854	-42.676	6040562020
-2.14444	-79.1225	6040032290
-22.5553	-42.6947	6040013760
-6.73	-51.99	6040239820
-21.57	-51.6238	6040752460
-3.15	-64.78	6040280410
-1.97	-79.72	6040032290
3.872	-76.434	6040000740
-23.1997	-44.7239	undefined
-25.1503	-50.9331	6040814830
-1.238	-79.673	6040032290
-12.45	-64.224	6040285990
-31.8708	-52.8361	6040015940
-13.4312	-41.1082	6040011790
-13.8492	-39.8201	6040012580
-12.9896	-40.9577	6040011790
-2.30345	-79.1733	6040032290
-2.14444	-79.1225	6040032290
-21.6785	-41.2801	6040013750
-13.8894	-38.9429	undefined
6.77317	-76.7916	6040000010
-9.0	-34.59	undefined
5.23	-74.73	6040000740
5.11	-66.21	6040134460
8.28	-76.97	undefined
-13.8894	-38.9429	undefined
-22.944	-50.527	6040752470
-15.4526	-39.4476	6040012590
-32.0885	-52.225	undefined
-18.0739	-40.5703	6040012800
-13.8894	-38.9429	undefined
-13.8894	-38.9429	undefined
-15.5235	-41.5111	6040012590
-6.57958	-37.2554	undefined
1.67511	-57.4768	6040262110
-22.8674	-43.2243	6040013760
-29.9939	-53.9369	6040015560
-11.8879	-55.8698	6040262220
-9.36412	-56.7793	6040262220
-22.944	-50.527	6040752470
-22.546	-52.028	6040752470
3.872	-76.434	6040000740
10.48	-67.81	undefined
-23.189	-50.966	6040752470
-4.174	-53.413	6040239820
-22.9868	-41.9934	6040013760
-8.08294	-62.8766	6040285990
-29.6686	-51.4299	6040014330
-53.577	-37.869	undefined
3.522	-76.2428	6040000740
6.497	-74.398	6040000740
2.08174	-50.4987	undefined
-8.79278	-63.9697	6040285990
-14.6314	-40.087	6040012580
-32.5988	-53.2414	6040015940
-18.591	-57.549	6040814820
-13.8894	-38.9429	undefined
-22.8674	-43.2243	6040013760
-20.3733	-40.8497	6040013430
-22.639	-52.16	6040752470
-21.9811	-42.8933	6040013750
-13.4097	-41.6337	6040012580
-14.9117	-39.1433	6040012590
-21.9259	-47.3679	6040709820
-22.6759	-45.6834	6040709820
-31.8802	-51.862	6040014330
3.881	-76.346	6040000740
-14.5816	-40.0072	6040012580
-14.7901	-40.1851	6040012580
-14.7602	-40.0853	6040012580
-3.84036	-32.4167	6040009770
-14.605	-40.1026	6040012580
-10.9705	-37.0537	6040011790
-15.5464	-38.9612	6040012590
-13.0099	-38.5322	undefined
-12.0765	-77.208	undefined
-14.337	-43.825	6040562020
4.09273	-72.9424	6040102250
-23.0842	-44.2356	undefined
-14.7259	-40.1284	6040012580
-21.297	-50.14	6040752460
1.83191	-57.0733	6040262110
-7.26	-60.637	6040285990
-13.474	-38.914	6040011790
6.838	-75.176	6040000740
-3.86533	-33.8178	6040009770
-31.7784	-52.2314	6040015570
-13.2975	-43.9078	6040562010
-3.69	-73.27	6040280410
-16.6931	-42.6858	6040012790
-28.13	-54.93	6040016760
-13.8894	-38.9429	undefined
7.008	-75.065	6040000740
-25.4	-52.4	6040814830
-3.87	-73.23	6040280410
-16.277	-55.988	6040814820
5.257	-75.717	6040000740
-1.389	-47.985	6040007960
-23.1997	-44.7239	undefined
-22.639	-52.16	6040752470
-23.1997	-44.7239	undefined
-14.2022	-42.2379	6040012580
-30.2869	-50.7911	6040014330
6.95	-34.85	undefined
-12.0765	-77.208	undefined
-15.538	-39.008	6040012590
-0.5	-90.5	6040040110
-16.741	-42.571	6040012790
-4.89086	-43.415	6040008320
-23.1997	-44.7239	undefined
-20.331	-46.498	6040639920
-23.513	-50.953	6040752470
-13.8894	-38.9429	undefined
-25.55	-54.524	6040814830
-13.8894	-38.9429	undefined
-4.89086	-43.415	6040008320
10.47	-67.89	undefined
-4.89086	-43.415	6040008320
-23.0005	-43.581	undefined
-30.2792	-50.8481	6040014330
-22.639	-52.16	6040752470
