"lat"	"lon"
-11.267	-66.297
5.349	-74.845
-24.7161	-47.6912
-24.4139	-46.9897
-0.55194	-64.8017
-25.058	-47.887
-22.936	-50.262
-7.235	-80.3735
-23.527	-45.762
-53.595	-37.097
-9	-34.59
-13.0099	-38.5322
-17.944	-47.969
-23.556	-45.148
-3.69	-73.27
-22.909	-49.996
-9	-34.59
-20.941	-64.259
-14.605	-40.1026
-1.74	-69.15
-21.0129	-49.6903
-21.0129	-49.6903
-13.5708	-41.6097
-24.867	-54.329
-22.405	-47.812
-24.0886	-46.7319
-6.23856	-38.9126
-27.778	-51.202
-5.053	-63.011
-22.639	-52.16
-12.52	-77.28
-23.506	-45.034
-4.871	-56.855
-14.686	-39.274
-22.655	-44.579
-23.391	-50.996
-20.097	-44.042
-15.672	-44.637
-23.189	-50.966
-22.639	-52.16
4.858	-73.265
-23.55	-45.694
-9	-34.59
-15.712	-52.259
5.05978	-75.7097
-10.326	-58.3573
-22.936	-50.262
1.18446	-66.8365
-13.3581	-57.6185
-17.984	-44.169
-22.944	-50.527
-23.442	-45.191
-31.7964	-52.3946
5.44	-72.46
-23.863	-46.152
-22.953	-50.528
-27.517	-51.833
-9	-34.59
-20.342	-46.787
-17.602	-44.676
-29.712	-50.217
-22.9414	-48.5842
-12.025	-77.085
-6.643	-35.117
-4.87472	-43.3469
-16.773	-64.795
-22.639	-52.16
-22.6503	-53.0916
-19.13	-43.01
-18.0997	-40.4478
-16.773	-64.795
-23.5112	-45.8591
-22.7176	-53.291
-0.574	-79.362
-17.325	-44.766
-22.909	-49.996
-21.089	-48.183
3.872	-76.434
-28.634	-51.615
-19.784	-56.822
-15.7409	-47.6644
-16.152	-45.694
-31.8925	-52.6568
-3.1	-64.78
-8.01886	-36.0793
-18.02	-40.5142
-22.935	-50.262
-22.546	-52.028
-20.146	-46.67
-22.644	-51.446
-13.8894	-38.9429
-21.264	-63.538
-22.944	-50.527
-22.639	-52.16
-16.731	-42.5866
-18.02	-40.5142
-14.659	-39.223
-13.8894	-38.9429
-13.8894	-38.9429
6.889	-75.179
-10.098	-78.182
6.577	-74.397
-23.447	-45.19
-22.7856	-48.4815
-22.7856	-48.4815
-26.16	-51.2
-19.934	-40.13
-23.521	-50.956
-22.639	-52.16
-23.863	-46.152
-22.7295	-53.3178
-4.87472	-43.3469
-26.352	-45.139
-6.57978	-37.256
-22.935	-50.262
-23.071	-50.362
1.69086	-57.4222
-15.717	-47.866
-22.9043	-50.0011
-12.286	-76.48
-23.071	-50.362
-15.672	-44.637
-21.107	-50.2646
-14.5799	-40.0746
-3.1	-60.0167
-3.1	-60.0167
-22.3844	-47.6442
2.12126	-50.4298
-23.513	-50.953
-22.639	-52.16
7.5	-59.5667
-24.757	-48.069
-20.2362	-48.6783
-6.58703	-37.6206
-28.6097	-49.5545
-15.884	-52.107
-22.87	-44.851
-22.6503	-53.0788
-23.1997	-44.7239
-25.874	-49.723
-30.1045	-51.7226
-23.506	-45.034
-22.944	-50.527
-23.055	-50.868
-14.6982	-40.0647
-23.863	-46.152
-11.947	-77.164
-23.374	-46.053
-21.8766	-47.4118
-23.189	-50.966
-27.5968	-51.3922
-13.8894	-38.9429
-6.02583	-44.2492
-8.712	-74.798
-15.672	-44.637
-22.831	-44.865
-4.87472	-43.3469
-17.8122	-41.0403
-15.884	-52.107
5.61084	-48.1311
-22.944	-50.527
-15.6673	-47.9524
-22.8674	-43.2243
-8.41733	-37.3707
-16.599	-42.927
-22.546	-52.028
-25.4198	-54.5356
-29.509	-50.0916
-14.351	-57.552
-24.5947	-48.2148
-32.748	-52.495
-22	-47
1.06075	-61.85
-25.543	-53.029
-3.1	-60.0167
-11.0733	-55.2431
-13.8894	-38.9429
-14.424	-39.373
-24.7569	-48.0687
-22.6398	-48.0531
-14.605	-40.1026
-22.909	-49.996
-13.8894	-38.9429
-22.639	-52.16
-22.637	-44.616
-25.105	-47.781
-17.0802	-47.0926
-22.639	-52.16
-6.02583	-44.2492
-23.189	-50.966
-13.8894	-38.9429
-22.898	-48.389
-29.712	-50.217
-22.639	-52.16
-14.5816	-40.0072
-21.054	-51.69
-3.85	-32.45
-13.1877	-76.3624
-23.513	-50.953
-22.933	-50.25
1.46597	-56.8286
-14.948	-57.736
-22.783	-45.45
-0.574	-79.362
-13.2531	-76.3087
-23.124	-52.451
-9.856	-37.108
-15.5149	-48.0609
-11.719	-37.7501
-25.508	-48.876
-15.7409	-47.6644
-2.46389	-54.735
7.00147	-75.0759
-21.957	-66.995
-22.639	-52.16
-22.6	-45.161
-0.55194	-64.8017
-21.891	-40.709
-3.69	-73.27
10.3884	-64.3512
-12.99	-38.61
3.872	-76.434
-9	-34.59
-23.5764	-45.9745
-15.2353	-39.66
-4.87472	-43.3469
7.155	-75.52
-5.31083	-44.2475
-22	-41.333
-21.2852	-46.4933
-21.2852	-46.4933
-21.7792	-48.5306
-31.7624	-52.3144
-16.607	-42.829
-23.071	-50.362
5.656	-74.955
-21.6241	-47.8063
-21.1917	-41.5558
-15.2147	-39.5211
4.701	-73.083
6.577	-74.397
-22.374	-41.721
-22.639	-52.16
6.577	-74.397
-18.9676	-42.3183
-13.474	-38.914
-22.584	-45.169
-22.6422	-52.8164
-31.7624	-52.3144
-13.2562	-76.3147
-23.863	-46.152
1.06075	-61.85
-22.8674	-43.2243
-14.9117	-39.1433
-13.3986	-44.3357
-15.6993	-47.7021
-15.5058	-47.9784
-21.927	-47.368
-25.2963	-49.7489
-26.3667	-48.6662
5.23	-74.73
-22.374	-41.721
-22.531	-52.027
-17.118	-44.831
-23.217	-51.334
-3.86678	-33.802
4.912	-73.081
-21.107	-50.2646
1.39083	-61.6508
-19.784	-56.822
-22.639	-52.16
-21.38	-43.26
-31.8708	-52.8361
-23.055	-50.868
-0.551	-52.579
-22.451	-49.241
-15.672	-44.637
-22	-41.333
-22.6347	-52.8221
-31.7964	-52.3946
-8.75453	-35.0873
-16.095	-40.002
-19.032	-42.126
-17.923	-57.461
-15.6417	-47.3553
-10.756	-65.907
-20.01	-43.969
-17.602	-44.667
-31.8925	-52.6568
-22.374	-41.721
-6.60189	-40.1246
-27.7465	-48.5275
6.4972	-74.3981
-20.941	-64.259
7.008	-75.065
-20.0854	-50.9831
-29.6686	-51.4299
5.567	-75.113
-23.525	-45.788
-27.265	-54.0526
-22.546	-52.028
-19.979	-41.714
-16.9382	-42.0167
0.60525	-63.357
-23.071	-50.362
-13.2046	-76.3457
-13.8894	-38.9429
-15.707	-47.892
-22.546	-52.028
4.95772	-75.856
-15.5324	-47.7111
-13.085	-50.25
-3.69	-73.27
-4.466	-56.145
-23.2418	-51.2183
-23.068	-50.859
-20.079	-41.733
5.14581	-75.83
-24.1008	-46.7309
-22.5718	-53.048
-23.506	-45.034
-27.265	-54.054
-25.058	-47.887
10.48	-67.81
-24.1914	-46.849
-3.841	-52.696
-22	-41.333
-22.909	-49.996
-3.1	-60.0167
-3.1	-60.0167
3.872	-76.434
-15.5278	-48.0659
6.497	-74.398
-18.02	-40.5142
-17.602	-44.667
-22.639	-52.16
-23.4456	-45.0898
-25.3779	-49.8054
-4.87472	-43.3469
-13.085	-50.25
-23.191	-50.946
-22.944	-50.527
1.69086	-57.4222
-13.8894	-38.9429
-19.434	-57.052
-22.8902	-48.4893
-17.306	-43.221
-10.756	-65.907
-17.984	-44.169
-20.0428	-41.6985
-9	-34.59
-16.466	-58.153
-13.8894	-38.9429
-1.28	-90.5
-23.189	-50.966
-13.8894	-38.9429
-22.639	-52.16
-0.33611	-65.3089
-20.378	-49.277
6.92544	-75.1602
6.925	-75.16
-12.1793	-40.4054
-23.506	-45.034
-23.071	-50.362
-24.946	-54.316
-13.8894	-38.9429
-5.31083	-44.2475
-19.576	-56.247
-15.323	-43.665
7.353	-75.091
-22.3686	-47.4772
-14.7602	-40.0853
-23.071	-50.362
-23.068	-50.859
-23.189	-50.966
-23.525	-45.788
7.008	-75.065
-15.5797	-39.4103
-2.94	-44.2408
-17.3134	-43.2074
-3.85	-32.45
-3.85	-32.45
6.805	-75.138
-22	-41.333
-0.55194	-64.8017
7.163	-73.551
-3.395	-44.36
-2.175	-58.174
-17.35	-44.952
-4.87472	-43.3469
-22.603	-52.16
6.94222	-75.1349
7.652	-66.176
-19.979	-41.714
-4.552	-56.289
-15.5815	-47.3425
-15.672	-44.637
-22.6326	-53.0526
1.18446	-66.8365
-27.961	-48.683
-14.5816	-40.0072
-32.0702	-52.1608
-23.506	-45.034
6.83233	-76.8087
-22.786	-45.456
-4.87472	-43.3469
-3.395	-44.36
-22.639	-52.16
6.943	-75.134
-24.7858	-51.8886
-23.189	-50.966
-18.881	-52.111
-23.5	-45.165
-5.31083	-44.2475
-22.936	-50.262
-25.441	-48.874
6.497	-74.398
-24.7161	-47.6912
-29.3378	-49.752
-21.8329	-48.9266
-16.731	-42.5866
-22.944	-50.527
-18.136	-45.245
-22.944	-50.527
-24.7858	-51.8886
-3.85	-32.45
-22.944	-50.527
-22.944	-50.527
-4.81964	-66.8468
-22.953	-50.528
3.872	-76.434
-22.639	-52.16
-16.1183	-57.7425
-23.506	-45.034
6.95	-34.85
-22.6	-45.161
-15.3527	-56.025
-19.385	-43.6592
-19.385	-43.6592
7.162	-73.551
-13.1569	-42.085
-0.800972	-48.5432
-6.02583	-44.2492
-23.863	-46.152
-22.944	-50.527
-3.69	-73.27
-17.42	-43.104
5.51864	-75.1914
1.69086	-57.4222
-22.044	-53.727
-19.468	-43.868
7.162	-73.551
-24.616	-46.133
-9	-34.59
-17.984	-44.169
-22.944	-50.527
-22.655	-44.579
-22.935	-50.262
-23.068	-50.859
3.522	-76.2428
-22.6503	-53.0916
-21.891	-40.709
-16.466	-58.153
-21.322	-42.96
-11.947	-77.164
-13.8894	-38.9429
-8.057	-63.22
-21.927	-47.368
-23.124	-52.451
6.577	-74.397
-53.882	-38.533
-23.506	-45.034
-19.979	-41.714
-27.521	-51.836
-10.163	-59.449
-2.175	-58.174
-22.451	-49.241
-22.786	-45.456
-4.89167	-43.4147
-22.374	-41.721
-29.4837	-50.0998
-22.944	-50.527
-23.513	-50.953
-11.947	-77.164
-23.068	-50.859
-23.513	-50.953
-13.8894	-38.9429
-16.773	-64.795
-15.7004	-47.1217
-24.2688	-47.4126
-21.107	-50.2646
-0.26	-91.4
-19.022	-42.122
-22.235	-41.862
-6.02583	-44.2492
-22.603	-52.16
-15.6717	-47.9542
-28.6097	-49.5545
-22.935	-50.262
7.66667	-59.2333
-12.93	-38.51
-15.5922	-47.6666
-15.6462	-47.8755
-23.6819	-51.3152
-14.2483	-39.3575
-25.105	-47.781
-21.444	-44.602
-16.971	-39.5526
-23.391	-50.996
-23.513	-50.953
-17.448	-44.021
-23.5267	-45.8198
-16.382	-42.476
7.66667	-59.2333
-19.409	-40.084
-19.231	-52.986
-22.73	-53.318
-30.1045	-51.7226
-27.6093	-48.386
-3.428	-52.228
-13.8641	-53.2589
-23.7703	-46.311
-4.89167	-43.4147
3.68763	-59.9504
-0.568	-52.529
6.497	-74.398
-23.6919	-51.3254
-16.466	-58.153
-13.2747	-76.286
-17.944	-47.969
-22.944	-50.527
7.243	-75.041
-24.5965	-48.2231
-23.369	-46.024
-17.7389	-48.4742
-31.7964	-52.3946
-13.41	-41.633
-4.997	-62.994
-2.64428	-60.9766
-0.26	-91.4
0.88777	-59.5744
-21.897	-53.79
-24.1914	-46.849
-23.547	-45.087
-14.7901	-40.1851
-14.7602	-40.0853
-22.7514	-53.2981
-22.639	-52.16
-23.071	-50.362
-9	-34.59
-13.2747	-76.286
-22.023	-43.169
-9.11	-45.922
-15.915	-47.9112
-17.984	-44.169
-14.5677	-40.072
-19.934	-40.13
-18.591	-57.549
3.872	-76.434
-13.8894	-38.9429
-25.537	-54.353
-4.89086	-43.415
-18.228	-45.248
7.211	-75.588
0.10072	-67.122
-16.095	-40.002
0.94908	-62.929
-14.351	-43.788
-22.639	-52.16
-23.0005	-43.581
-22.639	-52.16
-21.8967	-53.7903
-23.863	-46.152
3.01905	-49.7378
-3.1	-60.0167
-13.2531	-76.3087
-22.944	-50.527
-14.6511	-39.5739
-5.31083	-44.2475
-22.6398	-48.0531
-53.577	-37.869
0.38556	-67.314
-6.57978	-37.256
1.2382	-79.6726
-23.524	-43.89
-9.256	-64.387
-22.7221	-53.2865
-0.18	-90.85
-0.26	-91.4
-23.863	-46.152
-22.149	-53.426
-11.402	-66.412
-21.26	-63.544
-22.639	-52.16
-22.6605	-53.0849
-2.94	-44.2408
-23.5	-45.165
-22.639	-52.16
6.04889	-75.6192
-30.318	-50.488
-11.395	-66.41
4.848	-73.067
-22.8086	-44.8363
-1.28	-90.5
-22.546	-52.028
5.44478	-75.4307
-13.8894	-38.9429
5.519	-75.191
-22.6734	-53.0858
3.93	-67.61
-23.521	-50.956
-14.351	-43.788
-26.15	-51.6
-16.607	-42.829
-3.85	-32.45
-23.071	-50.362
-15.5814	-47.5055
-23.189	-50.966
-20.4032	-48.6357
-17.9358	-39.025
-22.953	-50.528
-24.5705	-48.6713
-22.6347	-52.8221
-23.506	-45.034
-24.134	-46.866
-22.935	-50.262
-22.546	-52.028
-19.023	-42.125
-0.398056	-62.8628
7.022	-75.058
-24.56	-49.17
-14.664	-39.224
-23.25	-46.9667
-0.963	-62.927
-16.729	-42.68
-27.5305	-51.7976
-12.81	-38.64
-20.746	-49.779
-15.672	-44.637
3.872	-76.434
-18.428	-54.834
-23.506	-45.034
-23.521	-50.956
-11.406	-66.368
7.344	-75.125
-14.5214	-39.3344
0.82827	-52.4641
-11.393	-66.408
-18.9645	-42.3183
5.15178	-75.8317
1.06075	-61.85
-26.003	-48.866
-22.763	-48.262
-22.944	-50.527
-21.8861	-42.6364
-23.032	-50.448
-9	-34.59
-20.4335	-51.2614
-25.105	-47.781
-22.639	-52.16
-22.7914	-53.3494
6.497	-74.398
-22.916	-49.992
-19.988	-41.72
-9	-34.59
-15.672	-44.637
-23.771	-46.766
-27.5305	-51.7976
-22.639	-52.16
-23.493	-44.859
-23.369	-46.024
-21.294	-46.485
-18.4245	-48.0653
-12.8478	-38.632
-32.11	-52.346
-15.412	-43.756
-12.8417	-41.319
-14.653	-44.1113
-2.94	-44.2408
-16.095	-40.002
-16.254	-56.251
-4.217	-55.891
-22.869	-48.368
-22.378	-47.427
-15.5414	-47.8587
-22.7176	-53.291
-14.6832	-39.4526
-13.0099	-38.5322
-24.0886	-46.7319
-25.092	-52.495
-17.334	-43.233
-22.953	-50.528
-17.562	-53.308
-14.7602	-40.0853
-28.9788	-49.6736
-19.878	-45.435
-24.134	-46.866
-0.4	-65.2
6.50774	-74.397
-1.238	-79.673
-6.40581	-38.9543
-22.531	-52.027
6.80453	-75.1376
3.63394	-59.8952
6.773	-76.792
-31.8053	-52.4191
-22.546	-52.028
-23.442	-45.191
-31.9422	-52.6
-0.41667	-64.7831
-24.2122	-47.4838
-3.85	-32.45
-22.644	-51.446
1.4404	-56.7752
-22.639	-52.16
4.912	-73.081
-25.57	-54.1
-26.15	-51.6
-16.536	-42.798
-22.936	-50.262
-22.639	-52.16
5.61084	-48.1311
-9.36412	-56.7793
5.274	-73.508
-24.7569	-48.0687
-25.3	-53.3
-3.87	-73.23
-3.1	-60.0167
-3.1	-60.0167
-16.196	-55.969
-2.94	-44.2408
-15.527	-39.5
-24.0886	-46.7319
-16.1183	-57.7425
-12.1793	-40.4054
-20.111	-43.4
1.18446	-66.8365
2.69219	-44.0994
-10.19	-67.628
-21.6241	-47.8063
-14.343	-39.463
-13.8894	-38.9429
-22.944	-50.527
-16.729	-42.68
3.872	-76.434
-17.928	-65.304
-11.417	-66.376
-15.672	-44.637
-0.574	-79.362
-24.8342	-48.4908
-2.94	-44.2408
-23.071	-50.362
-19.0226	-42.1252
-10.169	-59.466
7.344	-75.125
-23.55	-45.694
-19.6833	-48.6691
-0.26	-91.4
-23.513	-50.953
-0.378889	-65.2203
-11.395	-66.367
-22.0479	-53.6939
-18.721	-44.347
-6.36194	-44.3489
-2.94	-44.2408
-23.124	-52.451
-2.175	-58.174
-12.2924	-55.5652
-22.3409	-48.9347
-22.3409	-48.9347
-23.886	-51.591
-13.7601	-41.0341
-25.105	-47.781
-23.189	-50.966
-22.639	-52.16
-5.70333	-63.2936
-26.859	-52.742
-5.51317	-81.2787
-22.935	-50.262
3.522	-76.2428
-13.8894	-38.9429
-22.639	-52.16
-24.7569	-48.0687
-23.1997	-44.7239
-3.16	-72.25
-23.506	-45.034
-17.7311	-40.7111
-19.004	-43.375
-22.944	-50.527
6.914	-75.142
-8.75453	-35.0873
-16.581	-42.874
-24.5947	-48.2148
-23.778	-45.611
-23.071	-50.362
-23.189	-50.966
-22.531	-52.027
5.39878	-74.8797
-22.639	-52.16
-22.639	-52.16
-6.36194	-44.3489
5.669	-67.607
6.773	-76.792
-18.228	-45.248
8.735	-74.465
-21.1931	-49.1228
-22.3717	-47.7817
-22.936	-50.262
-15.855	-52.523
-15.672	-44.637
-22.944	-50.527
-27.521	-51.836
-15.734	-55.88
-22.6	-45.161
-18.1101	-48.5042
-18.1101	-48.5042
-11.947	-77.164
5.23	-74.73
-21.891	-40.709
-15.8866	-52.0423
-23.556	-45.148
-16.5811	-42.8736
-3.85	-32.45
-23.513	-50.953
-23.189	-50.966
-11.409	-66.402
-22.639	-52.16
0.96902	-61.9006
-13.8894	-38.9429
-22.944	-50.527
-22.0479	-53.6939
-20.4032	-48.6357
-1.08	-91.2
-22.639	-52.16
-22.944	-50.527
-22.639	-52.16
-22.3642	-47.5136
-29.169	-50.133
-13.8172	-53.2465
-7.013	-35.061
-15.726	-47.94
-21.8077	-48.8722
-21.9811	-42.8933
6.497	-74.398
-22.935	-50.262
-20	-42
10.4857	-67.9449
10.162	-72.433
-18.4245	-48.0653
-11.947	-77.164
-22.639	-52.16
-24.0735	-52.2911
-3.69	-73.27
-3.85	-32.45
6.942	-75.135
-22.657	-44.764
-16.4339	-41.0219
-24.055	-46.341
1.52194	-59.8214
-3.57	-35.2
-16.729	-42.68
-6.41494	-38.8731
-11.419	-66.369
-24.5705	-48.6713
-24.5904	-48.275
-23.525	-45.788
-22.6471	-53.0769
-3.69	-73.27
-27.1612	-52.1483
-7.464	-34.978
-22.639	-52.16
-21.9432	-46.4326
-22.8674	-43.2243
-2.18333	-79.3508
-0.22639	-66.4161
-0.26	-91.4
-5.65819	-37.7715
-22.935	-50.262
-23.521	-50.956
-23.124	-52.451
6.839	-75.191
-15.3392	-40.6515
-5.31083	-44.2475
-29.6519	-50.2094
-27.265	-54.0526
11.21	-63.76
-18.136	-45.245
-6.57978	-37.256
-29.2469	-50.07
-27.265	-54.0526
-18.95	-39.725
-13.8894	-38.9429
-18.1089	-40.54
-19.022	-42.122
-3.1	-60.0167
-3.1	-60.0167
10.84	-64.16
-13.8894	-38.9429
-53.898	-41.381
-15.4915	-39.4345
-22.707	-45.716
-13.8894	-38.9429
-6.23856	-38.9126
4.701	-73.083
-16.729	-42.68
-3.85	-32.45
-25.4222	-48.8744
-4.62056	-43.4636
-17.602	-44.667
-23.3333	-48.5667
-1.84123	-57.0721
-23.189	-50.966
3.94888	-67.9295
-22.639	-52.16
-25.26	-51.25
-16.729	-42.68
-23.778	-45.611
-20.378	-49.277
-22.944	-50.527
-21.2456	-48.2973
-26.15	-51.6
-22.6636	-43.0867
-15.672	-44.637
-21.107	-50.2646
3.35216	-61.4572
16.19	114.89
-23.071	-50.362
-23.071	-50.362
-15.6993	-47.7021
4.673	-73.113
-22.531	-52.027
-27.906	-48.683
3.522	-76.2428
-22.632	-48.175
6.786	-75.114
-17.05	-42.772
-27.0945	-53.0162
3.38222	-59.8578
-14.5677	-40.072
3.5587	-79.946
1.71555	-61.2722
-25.25	-52.18
-23.124	-52.451
-22.944	-50.527
-22.639	-52.16
-23.863	-46.152
1.39083	-61.6508
-15.7004	-47.1217
-15.5058	-47.9784
-22.7295	-53.3178
-13.8894	-38.9429
-32.0885	-52.225
6.83783	-75.1762
-13.8894	-38.9429
-22.032	-43.15
-3.163	-59.913
-22.9392	-50.2523
7.16253	-73.551
-11.389	-66.365
5.501	-74.687
-22.6479	-53.0786
-23.506	-45.034
-23.506	-45.034
-4.552	-56.289
-21.957	-66.995
-15.672	-44.637
8.864	-74.452
-30.0031	-51.2677
-18.3572	-45.085
-14.7238	-39.1711
-22.639	-52.16
-29.5411	-50.08
-22.531	-52.027
-2.94	-44.2408
-20.257	-47.796
-22.451	-49.241
-17.801	-48.372
-22.6	-45.161
-20.1167	-47.8833
-3.16369	-59.9119
-22.6326	-53.0526
-31.7784	-52.2314
-14.5677	-40.072
-22.374	-41.721
-23.5112	-45.8591
-23.068	-50.859
-6.643	-35.117
-24.0735	-52.2911
-0.26	-91.4
-6.41494	-38.8731
-23.124	-52.451
-17.984	-44.169
-16.152	-45.694
-24.5617	-48.6683
-15.5817	-47.5064
-20.146	-46.67
-23.068	-50.859
6.4972	-74.3981
-9	-34.59
1.18446	-66.8365
-15.8866	-52.0423
-21.9313	-47.375
0.158967	-79.2434
-13.2562	-76.3147
-16.086	-39.619
-22.944	-50.527
-23.4456	-45.0898
8.22	-72.53
-17.7383	-40.86
-17.8122	-41.0403
-22.639	-52.16
-22.639	-52.16
3.059	-69.531
-23.9973	-46.9336
1.4404	-56.7752
-24.213	-46.717
-20.9246	-40.7521
-22.546	-52.028
-4.89086	-43.415
-18.136	-45.245
-2.94	-44.2408
-22.944	-50.527
-3.047	-58.35
1.69086	-57.4222
-22.944	-50.527
8.735	-74.465
-16.466	-58.153
-22.7221	-53.2865
-22.546	-52.028
-22.639	-52.16
-3.87	-73.23
-3.87	-73.23
0.3	-89.95
4.939	-75.616
4.764	-73.292
-23.513	-50.953
-22	-41.333
-24.2	-52.11
-14.5799	-40.0746
-23.863	-46.152
6.50774	-74.397
-16.152	-45.694
-13.1877	-76.3624
-29.6474	-50.2172
-15.7409	-47.6644
-22.639	-52.16
-24.5617	-48.6683
-19.34	-57
-1.389	-47.985
-23.071	-50.362
-22.953	-50.528
-22.647	-53.077
-17.149	-43.826
-22.7914	-53.3494
-14.6314	-40.087
-22.6636	-43.0867
-26.352	-45.139
-24.7	-53.967
-14.664	-39.224
-23.5819	-45.9669
7.162	-73.551
-16.731	-42.5866
-23.863	-46.152
-20.236	-46.663
6.497	-74.398
-29.21	-50.239
-27.265	-54.0526
-22.944	-50.527
-5.88031	-61.2414
-4.217	-55.891
-18.95	-39.725
-23.513	-50.953
-15.5731	-47.9395
-8.666	-74.802
-23.3333	-48.5667
3.98	-67.64
-23.506	-45.034
-24.055	-46.341
-18.338	-45.284
-7.289	-60.636
-25.319	-52.489
-19.638	-44.122
-8.75372	-63.9207
-23.493	-44.859
-23.37	-53.765
-19.022	-42.122
-1.654	-47.22
-23.863	-46.152
-20.362	-52.055
-23.0005	-43.581
-17.984	-44.169
7.51667	-59.55
-12.3	-77.9
-3.4	-64.74
-32.0617	-53.7394
-12.93	-38.51
3.872	-76.434
-19.488	-52.271
-22.639	-52.16
-23.9383	-50.729
-11.414	-66.396
7.94	-67.54
-25.058	-47.887
-23.124	-52.451
3.872	-76.434
6.832	-76.809
-22.66	-53.085
-17.595	-43.482
-3.85	-32.45
-12.627	-41.51
-13.3581	-57.6185
-16.588	-42.815
-23.723	-45.875
10.48	-67.81
-22.639	-52.16
-16.729	-42.68
-14.163	-47.631
-24.7569	-48.0687
-21.1931	-49.1228
-16.382	-42.476
-17.7431	-40.7947
-20.7297	-42.8488
-13.8894	-38.9429
-4.89167	-43.4147
-22.935	-50.262
-22.531	-52.027
-23.513	-50.953
-3.16369	-59.9119
6.805	-75.138
-23.4042	-45.0641
-24.8342	-48.4908
-15.4024	-39.4691
-23.506	-45.034
-22.909	-49.996
-31.8802	-51.862
3.45779	-51.7086
-22.374	-41.721
-17.7311	-40.7111
-11.947	-77.164
-22.7914	-53.3494
-18.2081	-40.0453
-24.616	-46.133
-23.068	-50.859
-0.53861	-65.2536
-4.89167	-43.4147
-16.741	-42.571
-17.403	-66.141
-22.944	-50.527
7.106	-75.116
-3.314	-79.281
-24.616	-46.133
2.79952	-60.6667
-16.277	-55.988
-24.25	-52.7
-4.20444	-69.9206
-2.94	-44.2408
-0.719	-77.792
-13.2562	-76.3147
-9.925	-37.123
-27.658	-49.421
-25.521	-48.798
-23.2306	-48.5328
-23.2306	-48.5328
-13.8894	-38.9429
-15.672	-44.637
-16.177	-45.684
-23.189	-50.966
3.522	-76.2428
-23.024	-48.828
-23.3333	-48.5667
-23.0128	-47.9977
-17.8122	-41.0403
10.4857	-67.9449
-23.8454	-47.0853
-27.172	-53.834
-23.391	-50.996
7.66667	-59.2333
-22.6636	-43.0867
-22.603	-52.16
-23.189	-50.966
6.985	-75.09
6.914	-75.142
-15.0944	-39.3514
-23.513	-50.953
-22.639	-52.16
6.497	-74.398
-10.8031	-40.3801
-22.916	-49.992
-22.639	-52.16
0.93055	-66.7938
-18.271	-52.843
-14.969	-59.983
-10.756	-65.907
-15.8866	-52.0423
-20.1167	-47.8833
7.66667	-59.2333
-22.831	-44.865
-6.95	-34.85
-22.953	-50.528
-22.909	-49.996
-6.939	-60.528
-15.5922	-47.6666
-24.2518	-47.2483
-22.6479	-53.0786
-26.352	-45.139
-27.265	-54.0526
-15.5324	-47.7111
-19.774	-45.463
-22.7472	-48.4749
-2.85	-60.513
-24.182	-46.843
-21.2353	-43.5139
-21.891	-40.709
-19	-42
-4.552	-56.289
-8.03	-38.11
-14.6706	-39.9105
-3.85336	-39.2629
-23.442	-45.191
-29.6686	-51.4299
-22.639	-52.16
-14.6516	-44.0919
-23.071	-50.362
-9	-34.59
-15.672	-44.637
-23.071	-50.362
-19.774	-45.463
-22.935	-50.262
-3.814	-52.637
-13.8172	-53.2465
-22.639	-52.16
-24.2688	-47.4126
-22.786	-45.6882
-0.574	-79.362
-26.16	-51.2
-14.5816	-40.0072
-14.7259	-40.1284
-3.85	-32.45
-22.936	-50.262
-4.552	-56.289
-22.639	-52.16
-4.89086	-43.415
-6.6	-36.78
-22.531	-52.027
0.60525	-63.357
-21.274	-43.644
-22.9356	-48.3208
-23.404	-45.064
-22.916	-49.992
-9	-34.59
-13.8894	-38.9429
6.426	-76.763
6.942	-75.135
6.40378	-76.7519
-17.695	-40.77
-22.639	-52.16
-24.134	-46.866
-31.7133	-52.3008
-15.8779	-52.3043
-13.281	-52.245
-22.3784	-47.2105
-22.639	-52.16
-23.547	-45.087
-32.0885	-52.225
-4.87472	-43.3469
-22.644	-51.446
-10.326	-58.3573
-19.499	-43.746
-24.5947	-48.2148
-25.3779	-49.8054
-22.6006	-43.0917
-4.87472	-43.3469
1.54	-75.529
-19.275	-42.425
-27.521	-51.836
5.36263	-47.8683
-20.287	-46.582
-22.936	-50.262
-24.7223	-49.4257
-5.70333	-63.2936
-25.588	-52.298
-19.468	-43.868
-4.20444	-69.9206
-31.7964	-52.3946
-0.41667	-64.7831
6.858	-76.819
-12.45	-64.224
3.881	-76.346
-13.8894	-38.9429
-17.602	-44.667
-22.639	-52.16
-7.19953	-40.1292
-11.395	-66.41
-22.374	-41.721
-23.055	-50.868
-20.2362	-48.6783
-23.9247	-50.6243
-22.9758	-43.2002
-22.374	-41.721
-27.265	-54.0526
-3.841	-52.696
8.006	-74.979
-24.5904	-48.275
-23.0243	-48.8281
-31.7624	-52.3144
-13.41	-41.633
-4.508	-56.29
-17.0802	-47.0926
-17.585	-44.651
7.243	-75.041
-4.33576	-70.2324
-23.3031	-52.0317
-30.1045	-51.7226
-16.7722	-41.0496
-14.659	-39.223
-23.055	-50.868
-19.081	-42.158
-15.5422	-47.578
-30.047	-51.372
-15.7355	-47.9185
-4.87472	-43.3469
-21.625	-47.8063
-2.94	-44.2408
-3.85	-32.45
